number,title,url,pdf_file,parent_chain,has_children
01.07.02.02,Changing service trace options,https://www.ibm.com/docs/en/app-connect/13.0.x?topic=trace-changing-service-options,01 - Troubleshooting and support\01.07 - Using trace\01.07.02 - Service trace\01.07.02.02 - Changing service trace options.pdf,"['Troubleshooting and support', 'Using trace', 'Service trace']",False
01.07.02.03,Stopping service trace,https://www.ibm.com/docs/en/app-connect/13.0.x?topic=trace-stopping-service,01 - Troubleshooting and support\01.07 - Using trace\01.07.02 - Service trace\01.07.02.03 - Stopping service trace.pdf,"['Troubleshooting and support', 'Using trace', 'Service trace']",False
01.07.03,Interpreting trace,https://www.ibm.com/docs/en/app-connect/13.0.x?topic=trace-interpreting,01 - Troubleshooting and support\01.07 - Using trace\01.07.03 - Interpreting trace.pdf,"['Troubleshooting and support', 'Using trace']",False
01.07.04,Clearing old information from trace files,https://www.ibm.com/docs/en/app-connect/13.0.x?topic=trace-clearing-old-information-from-files,01 - Troubleshooting and support\01.07 - Using trace\01.07.04 - Clearing old information from trace files.pdf,"['Troubleshooting and support', 'Using trace']",False
01.07.05,ODBC trace,https://www.ibm.com/docs/en/app-connect/13.0.x?topic=trace-odbc,01 - Troubleshooting and support\01.07 - Using trace\01.07.05 - ODBC trace.pdf,"['Troubleshooting and support', 'Using trace']",False
01.07.06,IBM Integration API trace,https://www.ibm.com/docs/en/app-connect/13.0.x?topic=trace-integration-api,01 - Troubleshooting and support\01.07 - Using trace\01.07.06 - IBM Integration API trace.pdf,"['Troubleshooting and support', 'Using trace']",False
01.07.07,Switching Trace nodes on and off,https://www.ibm.com/docs/en/app-connect/13.0.x?topic=trace-switching-nodes-off,01 - Troubleshooting and support\01.07 - Using trace\01.07.07 - Switching Trace nodes on and off.pdf,"['Troubleshooting and support', 'Using trace']",False
01.08,Using dumps and abend files,https://www.ibm.com/docs/en/app-connect/13.0.x?topic=support-using-dumps-abend-files,01 - Troubleshooting and support\01.08 - Using dumps and abend files.pdf,['Troubleshooting and support'],True
01.08.01,Checking for dumps,https://www.ibm.com/docs/en/app-connect/13.0.x?topic=files-checking-dumps,01 - Troubleshooting and support\01.08 - Using dumps and abend files\01.08.01 - Checking for dumps.pdf,"['Troubleshooting and support', 'Using dumps and abend files']",False
01.08.02,Checking for abend files,https://www.ibm.com/docs/en/app-connect/13.0.x?topic=files-checking-abend,01 - Troubleshooting and support\01.08 - Using dumps and abend files\01.08.02 - Checking for abend files.pdf,"['Troubleshooting and support', 'Using dumps and abend files']",False
01.09,Obtaining support to resolve a problem,https://www.ibm.com/docs/en/app-connect/13.0.x?topic=support-obtaining-resolve-problem,01 - Troubleshooting and support\01.09 - Obtaining support to resolve a problem.pdf,['Troubleshooting and support'],False
01.10,Collecting diagnostics,https://www.ibm.com/docs/en/app-connect/13.0.x?topic=support-collecting-diagnostics,01 - Troubleshooting and support\01.10 - Collecting diagnostics.pdf,['Troubleshooting and support'],False
01.11,Searching knowledge bases,https://www.ibm.com/docs/en/app-connect/13.0.x?topic=support-searching-knowledge-bases,01 - Troubleshooting and support\01.11 - Searching knowledge bases.pdf,['Troubleshooting and support'],False
01.12,Getting product fixes,https://www.ibm.com/docs/en/app-connect/13.0.x?topic=support-getting-product-fixes,01 - Troubleshooting and support\01.12 - Getting product fixes.pdf,['Troubleshooting and support'],False
01.13,Diagnostic messages,https://www.ibm.com/docs/en/app-connect/13.0.x?topic=support-diagnostic-messages,01 - Troubleshooting and support\01.13 - Diagnostic messages.pdf,['Troubleshooting and support'],True
01.13.01,BIP1001 - BIP1999,https://www.ibm.com/docs/en/app-connect/13.0.x?topic=messages-bip1001-bip1999,01 - Troubleshooting and support\01.13 - Diagnostic messages\01.13.01 - BIP1001 - BIP1999.pdf,"['Troubleshooting and support', 'Diagnostic messages']",False
01.13.02,BIP2001 - BIP2999,https://www.ibm.com/docs/en/app-connect/13.0.x?topic=messages-bip2001-bip2999,01 - Troubleshooting and support\01.13 - Diagnostic messages\01.13.02 - BIP2001 - BIP2999.pdf,"['Troubleshooting and support', 'Diagnostic messages']",False
01.13.03,BIP3001 - BIP3999,https://www.ibm.com/docs/en/app-connect/13.0.x?topic=messages-bip3001-bip3999,01 - Troubleshooting and support\01.13 - Diagnostic messages\01.13.03 - BIP3001 - BIP3999.pdf,"['Troubleshooting and support', 'Diagnostic messages']",False
01.13.04,BIP4000 - BIP4999,https://www.ibm.com/docs/en/app-connect/13.0.x?topic=messages-bip4000-bip4999,01 - Troubleshooting and support\01.13 - Diagnostic messages\01.13.04 - BIP4000 - BIP4999.pdf,"['Troubleshooting and support', 'Diagnostic messages']",False
01.13.05,BIP5000 - BIP5912,https://www.ibm.com/docs/en/app-connect/13.0.x?topic=messages-bip5000-bip5912,01 - Troubleshooting and support\01.13 - Diagnostic messages\01.13.05 - BIP5000 - BIP5912.pdf,"['Troubleshooting and support', 'Diagnostic messages']",False
01.13.06,BIP6021 - BIP6617,https://www.ibm.com/docs/en/app-connect/13.0.x?topic=messages-bip6021-bip6617,01 - Troubleshooting and support\01.13 - Diagnostic messages\01.13.06 - BIP6021 - BIP6617.pdf,"['Troubleshooting and support', 'Diagnostic messages']",False
01.13.07,BIP7001 - BIP7999,https://www.ibm.com/docs/en/app-connect/13.0.x?topic=messages-bip7001-bip7999,01 - Troubleshooting and support\01.13 - Diagnostic messages\01.13.07 - BIP7001 - BIP7999.pdf,"['Troubleshooting and support', 'Diagnostic messages']",False
01.13.08,BIP8000 - BIP8999,https://www.ibm.com/docs/en/app-connect/13.0.x?topic=messages-bip8000-bip8999,01 - Troubleshooting and support\01.13 - Diagnostic messages\01.13.08 - BIP8000 - BIP8999.pdf,"['Troubleshooting and support', 'Diagnostic messages']",False
01.13.09,BIP9016 - BIP9998,https://www.ibm.com/docs/en/app-connect/13.0.x?topic=messages-bip9016-bip9998,01 - Troubleshooting and support\01.13 - Diagnostic messages\01.13.09 - BIP9016 - BIP9998.pdf,"['Troubleshooting and support', 'Diagnostic messages']",False
01.13.10,BIP10000 - BIP10240,https://www.ibm.com/docs/en/app-connect/13.0.x?topic=messages-bip10000-bip10240,01 - Troubleshooting and support\01.13 - Diagnostic messages\01.13.10 - BIP10000 - BIP10240.pdf,"['Troubleshooting and support', 'Diagnostic messages']",False
01.13.11,BIP11001 - BIP11517,https://www.ibm.com/docs/en/app-connect/13.0.x?topic=messages-bip11001-bip11517,01 - Troubleshooting and support\01.13 - Diagnostic messages\01.13.11 - BIP11001 - BIP11517.pdf,"['Troubleshooting and support', 'Diagnostic messages']",False
01.13.12,BIP12001 - BIP12099,https://www.ibm.com/docs/en/app-connect/13.0.x?topic=messages-bip12001-bip12099,01 - Troubleshooting and support\01.13 - Diagnostic messages\01.13.12 - BIP12001 - BIP12099.pdf,"['Troubleshooting and support', 'Diagnostic messages']",False
01.13.13,BIP13001 - BIP13098,https://www.ibm.com/docs/en/app-connect/13.0.x?topic=messages-bip13001-bip13098,01 - Troubleshooting and support\01.13 - Diagnostic messages\01.13.13 - BIP13001 - BIP13098.pdf,"['Troubleshooting and support', 'Diagnostic messages']",False
01.13.14,BIP14050 - BIP14050,https://www.ibm.com/docs/en/app-connect/13.0.x?topic=messages-bip14050-bip14050,01 - Troubleshooting and support\01.13 - Diagnostic messages\01.13.14 - BIP14050 - BIP14050.pdf,"['Troubleshooting and support', 'Diagnostic messages']",False
01.13.15,BIP15001 - BIP15421,https://www.ibm.com/docs/en/app-connect/13.0.x?topic=messages-bip15001-bip15421,01 - Troubleshooting and support\01.13 - Diagnostic messages\01.13.15 - BIP15001 - BIP15421.pdf,"['Troubleshooting and support', 'Diagnostic messages']",False
01.13.16,BIP16510 - BIP16529,https://www.ibm.com/docs/en/app-connect/13.0.x?topic=messages-bip16510-bip16529,01 - Troubleshooting and support\01.13 - Diagnostic messages\01.13.16 - BIP16510 - BIP16529.pdf,"['Troubleshooting and support', 'Diagnostic messages']",False
01.13.17,BIP17857 - BIP17870,https://www.ibm.com/docs/en/app-connect/13.0.x?topic=messages-bip17857-bip17870,01 - Troubleshooting and support\01.13 - Diagnostic messages\01.13.17 - BIP17857 - BIP17870.pdf,"['Troubleshooting and support', 'Diagnostic messages']",False
01.13.18,BIP19909 - BIP19910,https://www.ibm.com/docs/en/app-connect/13.0.x?topic=messages-bip19909-bip19910,01 - Troubleshooting and support\01.13 - Diagnostic messages\01.13.18 - BIP19909 - BIP19910.pdf,"['Troubleshooting and support', 'Diagnostic messages']",False
01.13.19,BIP20000 - BIP20057,https://www.ibm.com/docs/en/app-connect/13.0.x?topic=messages-bip20000-bip20057,01 - Troubleshooting and support\01.13 - Diagnostic messages\01.13.19 - BIP20000 - BIP20057.pdf,"['Troubleshooting and support', 'Diagnostic messages']",False
